VICTOR | \\?\ROOT#BasicDisplay#0000#{1024e4c9-47c9-48d3-b4a8-f9df78523b53}
VICTOR | \\?\PCI#VEN_10DE&DEV_25AC&SUBSYS_8DD0103C&REV_A1#4&168a62e2&0&0009#{adfd9567-4245-497e-8572-78d45c1622b8}
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#0#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
AMD HD Audio DP out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e3DPOut6Wave
AMD HD Audio DP out  mixer #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e2DPOut4Topo
AMDAfdInstall Wave Bluetooth HFP Microphone | \\?\ACP#DEVTYPE_0002&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&04#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\WaveBthHfpMic
VICTOR | \\?\PCI#VEN_10DE&DEV_25AC&SUBSYS_8DD0103C&REV_A1#4&168a62e2&0&0009#{a13a7a93-11f0-4bd2-a9f5-6b5c5b88527d}\GPUPARAV
NVIDIA High Definition Audio | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Topo2_192
AMD HD Audio HDMI out  mixer #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e3HDMIOut4Topo
ZEB-SOUND BOMB N1 | \\?\BTHENUM#Dev_414221384CA2#8&2c19fa78&1&BluetoothDevice_414221384CA2#{00f40965-e89d-4487-9890-87c3abb211f4}
CMF Buds | \\?\BTHENUM#{00001101-0000-1000-8000-00805F9B34FB}_VID&000102B0_PID&0000#8&157D3582&1&3CB0ED9B0270_C00000000#{86e0d1e0-8089-11d0-9ce4-08003e301f73}
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e1DPOut4Wave
AMD HD Audio DP out  mixer #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e3DPOut8Topo
HP Wide Vision HD Camera | \\?\USB#VID_30C9&PID_0069&MI_00#7&2000b69f&0&0000#{6994ad05-93ef-11d0-a3cc-00a0c9223196}\GLOBAL
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e6DPOut4Wave
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#2#{97fadb10-4e33-40ae-359c-8bef029dbdd0}
Smart Tank 660-670 series | \\?\BTHLEDevice#{00001800-0000-1000-8000-00805f9b34fb}_266a0e892cf6#9&e53d06d&0&0001#{6e3bb679-4372-40c8-9eaa-4509df260cd8}
AMD HD Audio DP out  mixer #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2DPOut2Topo
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#0000000010500000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}
OnePlus Nord Buds 2 | \\?\BTHHFENUM#BthHFPAudio#9&1e607bd6&0&97#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\Wave
Noise Buds 1 | \\?\BTHENUM#{00001801-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{00001801-0000-1000-8000-00805f9b34fb}
AMD Virtual EndPoint  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e0VirtualEPOut8Topo
VICTOR | \\?\ACPI#MSFT0200#1#{69787565-5f69-4f4c-bc62-356c1e149558}
ZEB-BLANC | \\?\BTHLEDevice#{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&021235_PID&aa22_REV&0001_1308bb000057#9&1c5aff12&0&0011#{00001812-0000-1000-8000-00805f9b34fb}
VICTOR - Left | \\?\USB#VID_30C9&PID_0069#0001#{a5dcbf10-6530-11d2-901f-00c04fb951ed}
NVIDIA High Definition Audio | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Topo8_48
NVIDIA High Definition Audio | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Topo8_96
HD Audio Speaker mixer | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\eSpeakerTopo
VICTOR | \\?\PCI#VEN_10EC&DEV_B520&SUBSYS_88E9103C&REV_00#00E04CFFFE88520100#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{6662D0DE-5A0B-48D4-8293-6A6EBD25C7E3}
VICTOR | \\?\ROOT#storvsp#0000#{66cbde6f-1828-47de-8f3d-e415b31291b9}
ZEB-BLANC | \\?\BTHLEDevice#{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&021235_PID&aa22_REV&0001_1308bb000057#9&1c5aff12&0&0011#{6e3bb679-4372-40c8-9eaa-4509df260cd8}
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#8#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
Boult Audio Airbass | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_VID&000105d6_PID&000a#8&2c19fa78&1&73214FCE2BB3_C00000000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\SNK
Boult Audio Airbass | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_VID&000105d6_PID&000a#8&2c19fa78&1&73214FCE2BB3_C00000000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\SRC
VICTOR | \\?\PCI#VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00#3&11583659&1&42#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
AMD HD Audio HDMI out  mixer #4 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e4HDMIOut8Topo
VICTOR | \\?\ACPI#AMDI0009#1#{f2096fcf-728a-4fc3-9d8d-940fb6bee327}
VICTOR | \\?\SWD#RADIO#{153751BA-C35E-4BEC-98E0-906A8E408954}#{a8804298-2d5f-42e3-9531-9c8c39eb29ce}
AMD HD Audio HDMI out  mixer #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e6HDMIOut2Topo
VICTOR | \\?\ROOT#hvservice#0000#{028616c2-927f-479c-819a-1b4e73f63a89}
Smart Tank 660-670 series | \\?\BTHLEDevice#{00001800-0000-1000-8000-00805f9b34fb}_266a0e892cf6#9&e53d06d&0&0001#{00001800-0000-1000-8000-00805f9b34fb}
AMD HD Audio HDMI out #4 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e4HDMIOut8Wave
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\PrimaryLineOutTopo
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e1DPOut4Wave
AMD HD Audio HDMI out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e1HDMIOut2Topo
OMEN Cam & Voice Wave Input | \\?\ROOT#MEDIA#0000#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveCaptureTemplate
AMD HD Audio HDMI out #4 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e4HDMIOut8Wave
VICTOR | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{dda54a40-1e4c-11d1-a050-405705c10000}\TopologyUsbHsSpeaker-2189465111
AMD HD Audio HDMI out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e3HDMIOut6Wave
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e0VirtualEPOut4Wave
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e6DPOut4Wave
Realtek HD Audio output with HAP | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RearLineOutWaveHAP
AMD HD Audio HDMI out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e6HDMIOut2Wave
VICTOR | \\?\PCI#VEN_1002&DEV_1900&SUBSYS_8DD0103C&REV_C6#4&5b043e7&0&0041#{064092b3-625e-43bf-9eb5-dc845897dd59}\GPUPARAV
VICTOR | \\?\ROOT#MEDIA#0000#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveCapture-0
AMD HD Audio HDMI out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e6HDMIOut2Wave
VICTOR | \\?\ROOT#BasicRender#0000#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}
AMD HD Audio DP out  mixer #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e2DPOut8Topo
Realtek HD Audio Mic input | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\RtMicInWave
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#0000000000100000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}
VICTOR | \\?\ROOT#MEDIA#0000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyRender-0
AMD HD Audio HDMI out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e1HDMIOut2Wave
CMF Buds | \\?\BTHENUM#{0000111e-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{bd41df2d-addd-4fc9-a194-b9881d2a2efa}\service
AMD HD Audio HDMI out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e1HDMIOut2Wave
NVIDIA High Definition Audio | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Topo6_192
AMD HD Audio DP out #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2DPOut4Wave
AMD HD Audio HDMI out  mixer #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e3HDMIOut8Topo
Noise Buds 1 | \\?\BTHENUM#{66666666-6666-6666-6666-666666666666}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{66666666-6666-6666-6666-666666666666}
AMD HD Audio DP out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e1DPOut2Topo
OMEN Cam & Voice Wave Output | \\?\ROOT#MEDIA#0000#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveRenderTemplate
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e1DPOut8Wave
Boult Audio Airbass | \\?\BTHENUM#{00001101-0000-1000-8000-00805f9b34fb}_VID&000105d6_PID&000a#8&157d3582&1&73214FCE2BB3_C00000000#{00001101-0000-1000-8000-00805f9b34fb}
AMD HD Audio DP out  mixer #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e6DPOut2Topo
VICTOR | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveUsbHsSpeaker-2189465111
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\Wave08
AMD Wave USB Headset Speaker | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\WaveUsbHsSpeaker
VICTOR | \\?\BTHENUM#{00001101-0000-1000-8000-00805f9b34fb}_LOCALMFG&0000#8&157d3582&1&000000000000_00000003#{00001101-0000-1000-8000-00805f9b34fb}
AMD HD Audio HDMI out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e5HDMIOut2Topo
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e6DPOut8Wave
Realtek HD Audio Stereo input mixer | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\RtStereoMixTopo
VICTOR | \\?\PCI#VEN_1022&DEV_14EE&SUBSYS_14531022&REV_00#3&11583659&1&14#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
OMEN Cam & Voice Topology Input | \\?\ROOT#MEDIA#0000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyCaptureTemplate
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\Wave08
AMD HD Audio DP out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e0DPOut2Wave
Realtek HD Audio Line input | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RtLineInWave
AMD HD Audio DP out  mixer #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2DPOut6Topo
AMD HD Audio HDMI out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0HDMIOut2Topo
AMD HD Audio DP out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e5DPOut2Wave
VICTOR | \\?\ROOT#UNNAMED_DEVICE#0000#{2f3e4dc3-3dd9-47ea-8aa4-8155ec2c643f}\audioparameters
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#00000076A2500000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}
VICTOR | \\?\SWD#MSRRAS#MS_NDISWANIPV6#{cac88484-7515-4c03-82e6-71a87abac361}
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#b#{97fadb10-4e33-40ae-359c-8bef029dbdd0}
OnePlus Nord Buds 2 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&08128716CBBD_C00000000#{ee39cc43-d390-49cb-a3f2-5f221581e91f}\CONTROL
Boult Audio Airbass | \\?\BTHENUM#{0000110c-0000-1000-8000-00805f9b34fb}_VID&000105d6_PID&000a#8&2c19fa78&1&73214FCE2BB3_C00000000#{0000110c-0000-1000-8000-00805f9b34fb}
HD Audio Headphone mixer | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\eHeadphoneTopo
ZEB-SOUND BOMB N1 | \\?\BTHENUM#{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&414221384CA2_C00000000#{0000110e-0000-1000-8000-00805f9b34fb}
VICTOR | \\?\HID#ELAN07FB&Col01#4&271bf5ca&1&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}
Smart Tank 660-670 series | \\?\BTHLEDevice#{0000fdb4-0000-1000-8000-00805f9b34fb}_266a0e892cf6#9&e53d06d&0&0024#{0000fdb4-0000-1000-8000-00805f9b34fb}
AMD Wave USB Headset Speaker | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveUsbHsSpeaker
USB GAMING MOUSE | \\?\HID#VID_30FA&PID_1440&MI_00#8&25a81386&0&0000#{378de44c-56ef-11d1-bc8c-00a0c91405dd}
Noise Buds 1 | \\?\BTHENUM#{0000110e-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{bc03ba80-efb5-4149-9cdd-0d1074a940e1}
Noise Buds 1 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{f3b1362f-c9f4-4dd1-9d55-e02038a129fb}\A2DP_SIDEBAND_INTERFACE
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\PrimaryLineOutTopo
VICTOR | \\?\BTHENUM#{00001101-0000-1000-8000-00805F9B34FB}_LOCALMFG&0000#8&157D3582&1&000000000000_00000001#{86e0d1e0-8089-11d0-9ce4-08003e301f73}
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e1DPOut8Wave
AMD HD Audio HDMI out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e1HDMIOut6Topo
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#a#{45bd8344-7ed6-49cf-a440-c276c933b053}
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#0000000010500000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e0VirtualEPOut8Wave
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e6DPOut8Wave
AMD HD Audio HDMI out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e6HDMIOut6Wave
NVIDIA High Definition Audio | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\Topology
VICTOR | \\?\ACPI#AMDI0102#0#{9dc9718b-59bf-43ee-94ed-34bb823dcedf}
Noise Buds 1 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{e630310c-1733-42bb-9847-7e45d1a27490}\CONTROL
AMD HD Audio DP out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e0DPOut2Wave
AMD HD Audio HDMI out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e6HDMIOut6Wave
AMD Topology USB Headset Microphone | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyUsbHsMic
AMD HD Audio HDMI out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e5HDMIOut4Wave
AMD HD Audio HDMI out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e1HDMIOut6Wave
AMD HD Audio DP out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e5DPOut2Wave
HD Audio Microphone mixer | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\eMicInTopo
AMD HD Audio HDMI out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e1HDMIOut6Wave
AMD HD Audio DP out #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2DPOut8Wave
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\RearLineOutTopo3
AMD HD Audio HDMI out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0HDMIOut4Wave
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#0000000000100000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}
VICTOR | \\?\SWD#MSRRAS#MS_NDISWANIPV6#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{F4B4A5E8-F9CA-47DC-ADDB-B1C06BB51357}
AMD HD Audio DP out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e1DPOut6Topo
